S.No.,Discom,Zone,Circle,Division,DistributionSub-StationName,NameIncomingFeeder,NameOutgoingFeeder,FeederCode,FeederVoltage,CategoryFeeder,SupplyArea,ProjectArea,MeterMakeType,MeterSlNo,OverallMF,MappedEDD,Status
1270,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD BISAULI,ASAFPUR_341813,INC-2,RAMPUR (T)_34181110201RAL,34181110201RAL,11,OTHER,OTHERS,RURAL,SECURE,XC459358,0.06,EDD BISAULI,Active
1271,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD BISAULI,ASAFPUR_341813,INC-2,MANNU NAGAR_34181110201MUR,34181110201MUR,11,OTHER,OTHERS,RURAL,SECURE,XC479274,0.06,EDD BISAULI,Active
1272,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD UJHANI,DAHGAWAN_341814,INC-2,USMANPUR PTW_34181130213UPI,34181130213UPI,11,OTHER,OTHERS,RURAL,SECURE,UMV88418,1,EDD UJHANI,Active
1273,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD II BADAUN,MIAUN_341812,INC-1,MANSANAGLA_34181230898MNA,34181230898MNA,11,OTHER,OTHERS,RURAL,SECURE,X0894535,1,EDD II BADAUN,Active
1274,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD II BADAUN,NAGARJUNA_341812,INC-2,BEHTAGUSAIN_34181210313BAI,34181210313BAI,11,OTHER,OTHERS,RURAL,SECURE,UMV88247,1,EDD II BADAUN,Active
1275,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD II BADAUN,USAWAN_341812,INC-1,MADHURI NAGLA_34181230325MRA,34181230325MRA,11,OTHER,OTHERS,RURAL,SECURE,14007699,0.02,EDD II BADAUN,Active
1276,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD II BADAUN,DATAGANG (R)_341812,INC-2,KALYANPUR RURAL_34181230319KRW,34181230319KRW,11,OTHER,OTHERS,RURAL,SECURE,XD487489,0.06,EDD II BADAUN,Active
1277,MADHYANCHAL,BAREILLY-II,EDC BADAUN,EDD II BADAUN,USAIT_341812,INC-2,RIJOLA PTW_34181230324RJL,34181230324RJL,11,OTHER,OTHERS,RURAL,SECURE,UMV88249,0.03,EDD II BADAUN,Active
1278,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD I AYODHYA,LALBAGH_30045,INC-2,FATEHGANJ_32461120045FAT,32461120045FAT,11,SUBSTATION,DISTRICT HQ,URBAN,HPL,351768,0.04,EDD I AYODHYA,Active
1279,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD I AYODHYA,NAKA_30042,INC-1,DURGAPURI_32461120042DGI,32461120042DGI,11,MIXED ABOVE 25%,DISTRICT HQ,URBAN,LNT,15002875,2,EDD I AYODHYA,Active
1280,MADHYANCHAL,SITAPUR,EDC GOLA,EDD MOHAMMADI,RAJAPUR_332272,INC-2,MIYANPUR COLONY_33227220917MCY,33227220917MCY,11,OTHER,OTHERS,RURAL,SECURE,XC478983,0.06,EDD MOHAMMADI,Active
1281,MADHYANCHAL,RAEBARELI,EDC II RAEBARELI,EDD UNCHAHAR,RASOOLPUR _332752,INC-1,DHARAI_33271230281DHI,33271230281DHI,11,MIXED ABOVE 50%,OTHERS,RURAL,LNT,16030383,1,EDD UNCHAHAR,Active
1282,MADHYANCHAL,RAEBARELI,EDC II RAEBARELI,EDD UNCHAHAR,MUSTAFABAD (UNCHAHAR)_332752,INC-2,LAXMIGANJ_33271230152LMJ,33271230152LMJ,11,MIXED ABOVE 50%,OTHERS,RURAL,HPL,430871,1,EDD UNCHAHAR,Active
