S.No.,Discom,Zone,Circle,Division,DistributionSub-StationName,NameIncomingFeeder,NameOutgoingFeeder,FeederCode,FeederVoltage,CategoryFeeder,SupplyArea,ProjectArea,MeterMakeType,MeterSlNo,OverallMF,MappedEDD,Status
109,KESCO,KESCO,CIRCLE IV,SARVODAYA NAGAR,NAVEEN NAGAR,INC-2,M BLOCK,51334310091O19,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,XC479242,0.06,SARVODAYA NAGAR,Active
110,KESCO,KESCO,CIRCLE IV,RATANPUR,SHASTRI NAGAR,INC-1,UNCHAPARK ZPS,51332410048N29,11,OTHER,DISTRICT HQ,IPDS,SECURE,X0271217,1,RATANPUR,Active
111,KESCO,KESCO,CIRCLE IV,RATANPUR,SHASTRI NAGAR,INC-1,CENTRAL PARK,51332410048N18,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,X0271231,1,RATANPUR,Active
112,KESCO,KESCO,CIRCLE IV,RATANPUR,RATANPUR,INC-2,NEW RATANPUR,51332420049N26,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,XC408467,1,RATANPUR,Active
113,KESCO,KESCO,CIRCLE II,GUMTI,FAZAL GANJ,INC-1,GOLD SPOT,51332210040F38,11,MIXED ABOVE 50%,DISTRICT HQ,IPDS,SECURE,UPP51365,1,GUMTI,Active
114,KESCO,KESCO,CIRCLE I,PHOOL BAGH,CHHAPER,INC-1,HALSI ROAD,51331420007M94,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,XB455711,1,PHOOL BAGH,Active
115,KESCO,KESCO,CIRCLE I,PHOOL BAGH,PHOOL BAGH,INC-2,CANTT,51331430008M18,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,X1329474,0.06,PHOOL BAGH,Active
116,KESCO,KESCO,CIRCLE I,PHOOL BAGH,PHOOL BAGH,INC-1,GANESH UDHAN JAL SANSTHAN,51331430008M12,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,UPP51406,3,PHOOL BAGH,Active
117,KESCO,KESCO,CIRCLE IV,KALYANPUR,KALYANPUR,INC-3,GOOVA GARDEN,51334110079I26,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,XB456725,1,KALYANPUR,Active
118,KESCO,KESCO,CIRCLE I,NAWABGANJ,COMPANY BAGH,INC-1,NAWAB GANJ,51331310021L33,11,MIXED ABOVE 25%,DISTRICT HQ,IPDS,SECURE,XB455685,1,NAWABGANJ,Active
