discomName,zoneName,circleName,divisionName,substationName,feederName,feederVoltage,meterMake,meterSLNo,overAllMF,status
POORVANCHAL,VARANASI-II,EDC I JAUNPUR,EDD I JAUNPUR,BAJRANGNAGAR_416372,INC-2,11,SECURE C3V055,GEC 06724,160,Active
POORVANCHAL,VARANASI-II,EDC I JAUNPUR,EDD I JAUNPUR,BAJRANGNAGAR_416372,INC-1,11,SECURE C3V055,GEC 06732,2,Active
POORVANCHAL,VARANASI-II,EDC I JAUNPUR,EDD I JAUNPUR,MURTAZABAD_416372,INC-1,11,SECURE C3V055,GEC06891,2,Active
POORVANCHAL,VARANASI-II,EDC I JAUNPUR,EDD I JAUNPUR,MURTAZABAD_416372,INC-2,11,L T,14089494,2,Active
POORVANCHAL,VARANASI-II,EDC I JAUNPUR,EDD I JAUNPUR,DOBHI_416372,INC-2,11,DPL,4037344,1,Active
POORVANCHAL,VARANASI-II,EDC I JAUNPUR,EDD I JAUNPUR,DOBHI_416372,INC-1,11,DPL,4037342,2,Active
POORVANCHAL,VARANASI-II,EDC I JAUNPUR,EDD I JAUNPUR,TANDWA_416372,INC-2,11,SECURE,GEC09675,1,Active
POORVANCHAL,VARANASI-II,EDC I JAUNPUR,EDD I JAUNPUR,TANDWA_416372,INC-1,11,SECURE,UPE01664,1,Active
POORVANCHAL,VARANASI-II,EDC I JAUNPUR,EDD I JAUNPUR,KERAKAT NAIBAZAR_416372,INC-1,11,SECURE C3V055,GEC06727,2,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,MAMHAR_416851,INC-2,11,SECURE,X0395170,1,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,MAMHAR_416851,INC-1,11,L AND T,14078759,1,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,MORDH_416851,INC-2,11,SECURE,UPP58560,1,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,MORDH_416851,INC-1,11,L AND T,13281961,1,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,ABHOLI_416851,INC-2,11,SECURE,UPP57138,1,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,ABHOLI_416851,INC-1,11,SECURE,XC478858,1,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,SURIYAWAN_416851,INC-1,11,SECURE,X0395332,0.16,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,SURIYAWAN_416851,INC-2,11,SECURE,X0395331,0.12,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,CARPET CITY_40107,INC-2,11,SECURE,XC409060,2,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,CARPET CITY_40107,INC-1,11,SECURE,UPP58560,1,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,BHADOHI_40105,INC-3,11,L AND T,14003337,2,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,BHADOHI_40105,INC-2,11,L AND T,13084971,2,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,BHADOHI_40105,INC-1,11,L AND T,15002745,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD II MIRZAPUR,PATHARHIYA_40111,INC-1,11,L&T,13048881,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD II MIRZAPUR,PATHARHIYA_40111,INC-2,11,L&T,1400343,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,LALGANJ TEHSIL_41304,INC-1,11,SECURE,XB405018,80,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,GULALPUR_466813,INC-1,11,SECURE,X1622452,80,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,SAKTESHGARH_466813,INC-1,11,SECURE,UPP56960,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,LAHANGPUR_466813,INC-1,11,SECURE,XC409058,1,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,MAHAMALPUR_466813,INC-1,11,SECURE,XC478862,2,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,MUNSILATPUR_416851,INC-1,11,SECURE,X054892,0.06,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,DHARORAH_40720,INC-2,11,SECURE,X0395166,1,Active
POORVANCHAL,MIRZAPUR,EDC BHADOHI,EDD BHADOHI,DHARORAH_40720,INC-1,11,SECURE,UPP57280,2,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,UNDI_414333,INC-1,11,SECURE,UPP57099,1,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,GARTHOLI_414333,INC-1,11,SECURE,UMV89693,1,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,SINDHORA_414333,INC-2,11,SECURE,UMV90703,1,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,SINDHORA_414333,INC-1,11,SECURE,UMV89706,1,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,UGAPUR_414333,INC-2,11,SECURE,UMV89692,2,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,UGAPUR_414333,INC-1,11,SECURE,UMV89513,2,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,RAUNAKALA_414333,INC-2,11,SECURE,SS17063233,1,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,RAUNAKALA_414333,INC-1,11,SECURE,SS17063229,1,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,CHAHI_414333,INC-2,11,SECURE,UPP57290,1,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,CHAHI_414333,INC-1,11,LNT,14088285,2,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,JALHOOPUR_414333,INC-2,11,SECURE,UMV91497,1,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,JALHOOPUR_414333,INC-1,11,SECURE,UMV89723,2,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,CHRIST NAGAR_414333,INC-2,11,SECURE,UMV89511,2,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,CHRIST NAGAR_414333,INC-1,11,SECURE,UMV89530,2,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,PALAHIPATTI_414333,INC-1,11,SECURE,UPP57112,2,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,CHOLAPUR_414333,INC-2,11,SECURE,XC479310,2,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,CHOLAPUR_414333,INC-1,11,SECURE,XC479309,2,Active
POORVANCHAL,VARANASI-I,EDC VARANASI,EDD CHIRAIGAON,SARNATH_414333,INC-1,11,HPL,251513,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,132 KV GHAZIPUR_41019,INC-1,11,NA,NA,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,NANDGANJ INDUSTRIAL_41194,INC-1,11,lnt,18037920,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,MAINPUR_416443,INC-2,11,SECURE,UMV91130,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,MAINPUR_416443,INC-1,11,SECURE,UMV91103,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,MAUDHA_416443,INC-2,11,,,0,InActive
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,MAUDHA_416443,INC-1,11,,,0,InActive
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,MAUDHA_416443,INC-2,11,SECURE,UMV89715,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,MAUDHA_416443,INC-1,11,SECURE,UMV91487,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SAIDPUR TAHSIL_416443,INC-1,11,SECURE,UPP42451,0.12,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SAIDPUR TAHSIL_416443,INC-2,11,SECURE,UPP42452,0.12,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,JHOTANA_416443,INC-1,11,SECURE,X2220031,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,KARNADA_416443,INC-1,11,LNT,15098309,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,PAHARPUR_416443,INC-1,11,SECURE,X1611912,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,PAHARPUR_416443,INC-2,11,SECURE,UPP58954,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SIRGITHA_416443,INC-1,11,SECURE,X2219151,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SAIDPUR RURAL_416443,GURAINI NEW,11,,,,InActive
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SAIDPUR RURAL_416443,INC-2,11,SECURE,X1084834,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SAIDPUR RURAL_416443,INC-1,11,SECURE,X2245979,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,PARSANI_416443,,11,,,0,InActive
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,PARSANI_416443,INC-1,11,SECURE,UPP56916,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SAIDA PATTI_416443,INC-2,11,SECURE,UMV91500,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SAIDA PATTI_416443,INC-1,11,SECURE,X2249978,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,NANDGANJ_416443,INC-2,11,SECURE,X2250028,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,NANDGANJ_416443,INC-1,11,SECURE,UMV91493,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,CHOCHAKPUR_416443,INC-1,11,SECURE,UMV91086,0.04,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SAUNA_416443,INC-2,11,SECURE,UPP56953,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SAUNA_416443,INC-1,11,SECURE,X2250027,0.04,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,RAMPUR_416443,INC-2,11,SECURE,UMV90706,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,RAMPUR_416443,INC-1,11,SECURE,UMV89710,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,KHANPUR_416443,INC-1,11,SECURE,UPP58970,0.04,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,KHANPUR_416443,INC-2,11,GENUS,UMV91496,0.04,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SADAT_416443,INC-2,11,SECURE,X2246022,0.04,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,SADAT_416443,INC-1,11,LNT,14078797,0.04,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,MIRZAPUR_416443,INC-1,11,SECURE,UPP58804,0.04,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,BHIMA PAR_416443,INC-2,11,SECURE,UMV89638,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,BHIMA PAR_416443,INC-1,11,SECURE,UMV89637,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD SAIDPUR,BAHARIABAD_416443,INC-1,11,SECURE,X2250029,0.04,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,KHAJOOR VILLAGE_44071,INC-1,11,SECURE,XC433187,1,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,KHAJOOR VILLAGE_44071,INC-2,11,SECURE,X0433386,1,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,ALINAGAR_40643,INC-2,11,NA,NA,1,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,ALINAGAR_40643,INC-1,11,SECURE,UPP43260,1,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,SINGHITALL_40644,INC-2,11,SECURE,SS17042520,1,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,SINGHITALL_40644,INC-1,11,SECURE,UMV91277,2,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,SAHUPURI_40089,INC-3,11,LNT,353260,0.12,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,SAHUPURI_40089,INC-2,11,LNT,353225,0.12,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,SAHUPURI_40089,INC-1,11,SECURE,X0393521,0.16,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,MUGHALSARAI_40088,INC-4,11,SECURE,UMV91486,1,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,MUGHALSARAI_40088,INC-3,11,SECURE,X0392931,0.12,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,MUGHALSARAI_40088,INC-2,11,SECURE,UMV91501,2,Active
POORVANCHAL,VARANASI-II,EDC CHANDAULI,EDD MUGHAL SARAI,MUGHALSARAI_40088,INC-1,11,SECURE,UMV89721,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,RAJGARH_466813,INC-2,11,SECURE,XC432742,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,RAJGARH_466813,INC-1,11,L&T,13080769,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,MOHAMDABAD_40097,INC-2,11,SECURE,UMV91243,2,InActive
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,LOTAN IMLI_40301,INC-1,11,L & T,14068953,0.02,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,LOTAN IMLI_40301,INC-2,11,L & T,14069059,0.4,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,MOHAMDABAD TAHSIL_40174,INC-2,11,SECURE,UPP42343,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,MOHAMDABAD TAHSIL_40174,INC-1,11,SECURE,UPP42969,1,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,MARIHAN TEHSIL_466813,INC-1,11,L&T,14016387,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,GURDEV NAGAR_466813,INC-1,11,SECURE,UPP 57265,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,PATAR KALAN_466813,INC-1,11,SECURE,UPP36067,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,PEER NAGAR_40116,INC-1,11,HPL,251414,0.08,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,PEER NAGAR_40116,INC-2,11,L & T,14069045,0.08,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,KHAIRABARI_416441,INC-1,11,SECURE,UPH09027,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,KHAIRABARI_416441,INC-2,11,SECURE,X1084820,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,BIRPUR,1 MVA,11,,,0.04,InActive
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,BARAUDHA_466813,INC-2,11,NA,NA,1,InActive
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,BARAUDHA_466813,INC-1,11,L&T,UPP56973,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,DEORI UTTAR_466813,INC-1,11,L&T,14078765,120,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,LALGANJ_466813,INC-2,11,SECURE,XC432702,1,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,LALGANJ_466813,INC-1,11,L&T,13077059,1,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,HALIYA_466813,INC-2,11,SECURE,XC432706,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,HALIYA_466813,INC-1,11,SECURE,XF413275,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,MOHAMDABAD_416441,INC-2,11,SECURE,X2249961,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,MOHAMDABAD_416441,INC-1,11,SECURE,UMV91240,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,SABAJKULI_416441,INC-1,11,L & T,18037828,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,DUBIA_416441,INC-1,11,SECURE,X0972144,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,KUNDESAR_416441,INC-1,11,SECURE,X0129956,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,KUNDESAR_416441,INC-2,11,SECURE,X1084837,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,KARIMUDDIN PUR_416441,INC-2,11,SECURE,X1440591,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,KARIMUDDIN PUR_416441,INC-1,11,SECURE,X1440587,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,KOTAWA NAGAR_416441,INC-2,11,SECURE,X1084835,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,KOTAWA NAGAR_416441,INC-1,11,SECURE,UMV89643,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,BARACHAUR_416441,INC-2,11,SECURE,UMV89640,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,BARACHAUR_416441,INC-1,11,SECURE,UMV91279,1,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,DEEP NAGAR_466813,INC-2,11,SECURE,UPP56943,20,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,DEEP NAGAR_466813,INC-1,11,SECURE,X0121783,60,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD II MIRZAPUR,SAKHOURA_40112,INC-3,11,SECURE,X2245968,120,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD II MIRZAPUR,SAKHOURA_40112,INC-2,11,SECURE,X2245970,120,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD II MIRZAPUR,SAKHOURA_40112,INC-1,11,SECURE,X2245998,120,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,MADIHAN_466813,INC-2,11,L&T,13080683,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,MADIHAN_466813,INC-1,11,SECURE,UPP58596,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,JAMUA BAZAR_466813,INC-2,11,L&T,14003289,1,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,JAMUA BAZAR_466813,INC-1,11,SECURE,X0121758,120,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,CHETGANJ_466813,INC-1,11,SECURE,X0395197,2,InActive
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,CHETGANJ_466813,INC-1,11,SECURE,X0395197,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,CHILH_466813,INC-2,11,SECURE,X0395251,60,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,CHILH_466813,INC-1,11,SECURE,UPP58623,60,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,KACHHAWA_466813,INC-2,11,L&T,13077089,2,Active
POORVANCHAL,MIRZAPUR,EDC MIRZAPUR,EDD I MIRZAPUR,KACHHAWA_466813,INC-1,11,L&T,13077083,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,RAUJA_40117,INC-2,11,SECURE,UMV91484,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,RAUJA_40117,INC-1,11,SECURE,UMV89724,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,PRAKASH NAGAR_40115,INC-1,11,HPL,251413,2,InActive
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,PRAKASH NAGAR_40115,INC-2,11,LNT,14069042,0.08,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD II GHAZIPUR,PRAKASH NAGAR_40115,INC-2,11,LNT,14069042,0.6,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,JAKHANIA TAHSIL_416442,INC-1,11,SECURE,UPP42467,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,BIRNO_416442,INC-2,11,LNT,14079201,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,BIRNO_416442,INC-1,11,SECURE,UPP58958,0.08,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,GOVINDUPR_416442,INC-1,11,SECURE,UMV90695,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,JANGIPUR (TOWN)_416442,INC-1,11,SECURE,XC433167,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,BAHADUR GANJ (NEW)_416442,INC-1,11,SECURE,XC433163,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,PANSERAVA_416442,INC-1,11,LNT,13080784,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,BHURKUDA_416442,INC-2,11,SECURE,16042474,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,BHURKUDA_416442,INC-1,11,SECURE,X1284660,0.03,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,JHOTHARI_416442,INC-1,11,SECURE,UMV89707,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,JHOTHARI_416442,INC-2,11,SECURE,UPH09023,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,MAHRAUR_416442,INC-1,11,SECURE,UPP58577,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,MAHRAUR_416442,INC-2,11,SECURE,UMV91488,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,BAHADURGANJ_416442,INC-1,11,ELECTRONIC,UPP58591,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,BAHADURGANJ_416442,INC-2,11,ELECTRONIC,UPP58587,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,QUASIMABAD_416442,INC-1,11,LNT,14079149,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,QUASIMABAD_416442,INC-2,11,LNT,14088310,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,PARA_416442,INC-1,11,SECURE,UPP35119,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,PARA_416442,INC-2,11,SECURE,UMV89684,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,"ALAWALPUR, KADIPUR_416442",INC-2,11,SECURE,UMV91084,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,"ALAWALPUR, KADIPUR_416442",INC-1,11,SECURE,UMV91082,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,MAHARAHGANJ_416442,INC-1,11,SECURE,X1440596,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,MAHARAHGANJ_416442,INC-2,11,SECURE,UPU07460,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,PRITHVIPUR_416442,INC-1,11,LNT,14078770,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,PRITHVIPUR_416442,INC-2,11,SECURE,UMV89524,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,MARDAH_416442,INC-1,11,SECURE,X1440589,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,MARDAH_416442,INC-2,11,SECURE,UMV91492,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,DULLAHPUR_416442,INC-1,11,SECURE,UMV91090,2,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,DULLAHPUR_416442,INC-2,11,SECURE,UMV91083,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,JANGIPUR_416442,INC-1,11,SECURE,UPCL9161,1,Active
POORVANCHAL,VARANASI-II,EDC GHAZIPUR,EDD I GHAZIPUR,JANGIPUR_416442,INC-2,11,SECURE,X0129948,1,Active
